user_id	recommended_items
user_cxHy9gER	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,KKmk2QJLVj2Aqsjg,Pf7CTDMAqnLhbcY2
user_cxQ6XXFo	597hTePyNRvclm7x,ye6SUPDliXCR2kMs,NeiQXDjkqQXiLxcR,4tMGjsLTyMip06kX,8cuzjYU2ojpqgYq0,R6GngKj4w5gPISet,K9DosPqIOyewqcdW,IhyQ1DnEWPcREULQ,v3G4RmK6sWxadFUo,ESxBgkSghfXvmjei
user_cxng6Rli	8aZBeUqWBymIIYRT,9vYmdiXLFyfHvgHz,vai5vPlNfTBiu6Nj,CaNBba5E9KttJyB3,EbwwtwxUyP8ByRap,lleV0suK2iOXBIaf,PiTkOYDEcg1Nrj8M,XBXzqbhenh7Pqtpv,b0Mxk5ngx7BpJowM,bwF6WFgG72FvarGJ
user_cxqw6Yed	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,39doFIRBCikXYCTo,Pf7CTDMAqnLhbcY2,KKmk2QJLVj2Aqsjg,TYkYW63m3EYMEJX7
user_cyK1PBQZ	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,e8SzjFTY8PQsuSv9,kBr0IldeL8nPVe8B,DDWsvUWLCl8gpWpA,k6A39DZNQjTuWbdX,uXSJOjKj5RvATUrT,dPa2ZmGsMqympPA0,lzcGLtFrXW6M9Gd4,YQAhQJrci52RNpdA
user_czE4hC0h	F7M2bmN20JPnxVAi,WJRG3U9F9ugC8EGH,8OAQNrsCXncfvQdU,A9PgCD4YhoQ8kLaE,y7VhIZStVugDamRU,ADmd391zfXl2w9yX,fLdN0aWckmSJjWjq,Fgp8MXQnFYQWI4uJ,A5CxXgFLnAD1eGBW,IdanhENqChXGySUd
user_czLGhZim	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,FuVju35v7B0jtKeU
user_czPVWB9i	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,KKmk2QJLVj2Aqsjg,4Ftif9qQReU76eG4
user_czVMSqpb	punIhlBkwM0vB9oy,NoxfuYvZWLCIkcFz,mqxzNwZnzP2N5h5Z,AAqLm37GHgbH0QSH,n2jEWkacDcvJ6eJ8,xzND5OtuxUKZmC51,D2tV669tfmq77UfB,TR38fRGdLWcJxQWx,scjEWHca3wjF2RIr,ishK1BTkLBkQomBj
user_czdaI1iY	SwsQGgmjo0SOhuTL,5qpbNc4ikwmn3NVu,AFpymhSfULHG5v2z,G2W5yZaTaMGYKrpe,dqMkj9qFDJJRgAZD,vAzLqCp95phI5Vdi,fzHlaeLMtDFjmjDO,9YcipBWB259BfPAr,nEUghUfqfZ9GT8Yq,SN5hL2jdF0YyNkUe
user_d05HEtnB	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,FuVju35v7B0jtKeU
user_d08Rc8QZ	DPYT0XCxZB3fJwd8,zeJfbvManM5xVqDL,8Ru0zKi4RmKM3UrW,vNtxCeTdzuhP03bJ,3sMQ40nLrMZB8PVF,iD8rTiUcP8HIjfnU,OW73gzsIB0CRrUy8,4rbvP2ZF2o9Bnv05,i4vyx3ddepeTM8hp,QwwoUTL1jcHrqkoI
user_d0EIQErc	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,7PX1VlK5HWCGAoFE,6YdzDwnoQ34wZoyv
user_d0FmZhl0	punIhlBkwM0vB9oy,32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,w7mecs8GtHUCTvR1,l2kISVY4j8iz1Gg7,2beKEuw33da5uH6k,PQ5mhrOFLjESPGh5,FS2f3ubSCSZfY23P,kHext4kltqDFZgku,9WcYyExKd5y42u47
user_d0ng6dhD	32m5suoC94ytD8Ed,39doFIRBCikXYCTo,vkOg9ZAiUgUT87k6,TYkYW63m3EYMEJX7,YwURIu6eZDCJyuEf,mFCMyvJFUDjX7ixS,AvZ6eMLFGSylmqUr,7Gsb7yKtAJNCvWez,rTapC7xn1Xz62yOf,EBB7mUheKyVbv6OI
user_d1hLN319	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,xMkeAOwn6AzEeYGh,KKmk2QJLVj2Aqsjg
user_d1ns2XqB	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,FuVju35v7B0jtKeU,7PX1VlK5HWCGAoFE
user_d24v9JiS	n6ECAwpAFqCnyhOi,DPYT0XCxZB3fJwd8,Y9wjtk0OLn2z4is1,zTZ1FF1NklEwRXbA,Q1FE7SuhZd4jPKvg,Um0FHDAKLFXmEsNq,hAAKjUapnp13dGUH,zeJfbvManM5xVqDL,88w6JHb5XO4BFBTz,9oKvpwRSPH3T0VnM
user_d2MAml1M	rZTaQ73HsP9emGs8,48c10ilafPYDEaKl,i2SQLyiiWksidE6r,gi87QwzTUGcL1k1X,w0DRBn09JGf00jeH,hlVW2W9p0wF8iCku,2iX7eXI49rkuSUbo,32m5suoC94ytD8Ed,9D9XV83huXX44IB4,8RpQDRvOMhNrfG1R
user_d3FGXLlJ	DxpgzwaYUUxulamI,ZaGWBndaC7OqfFVo,GYB3RV47EOGDwGcJ,MwnVtpCds5ncb4zO,hIJHQpYv0NoPbJca,tUqnTHaoeYGZZGNH,FEI4yctSyeux0vOb,jlO0Xb5U5pE8bUgY,btxFhAJuwKD1b6Tu,FIGCCTfqr8SX4pjx
user_d3IAzc5A	UINiUx9qvN5zK4z1,BkpBnPS0eUeRRX9o,ivVHIiMxc7L7NNoY,W1sYdhc2yj4ta5uG,mv80ZWovkQC0ALm7,VrvBY0luikirCvBf,dozc7D78xwrEENeq,OX4Q60OHENvN1jzE,M437DKnnIT3rjGas,3FKCw0BfL1qGeDWg
user_d3UcMDSE	48c10ilafPYDEaKl,32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,R4wCHGi7hFWd2N7b,7Gsb7yKtAJNCvWez,v3G4RmK6sWxadFUo,CBJLKBgyYUfmL6Wo,8LgQbYbM6Vz2my0y,9D9XV83huXX44IB4,YwURIu6eZDCJyuEf
user_d3v90V95	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,3shrACNQQ5eeQEAO,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,KKmk2QJLVj2Aqsjg,xMkeAOwn6AzEeYGh,zi7vUgfKC012duwE
user_d3w5HWdv	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,7Gsb7yKtAJNCvWez,kBr0IldeL8nPVe8B,EBB7mUheKyVbv6OI,4Ftif9qQReU76eG4,N2mwT48xXeszHjQG,xJMtUAy5Lfck6yxG
user_d4ZvsWsj	OcqSZhhmVmP1zuPX,MRaPhHkWzYELP7oT,U5pHqCrhgZbkTljF,3AA71ZgSEhGJYqO5,0yhi1zyF3xVUz18V,1MALvLt9PNqt7SOC,0nYh7Isei7w7CRcN,jCvNnsqnBO4k2TdK,EPz59IdnA2lpZhEC,lbXNemHkHfgRG2eg
user_d5QEMhnx	gi8wURIJmMuCSYbp,bjZ7xf01LuMNYV1Q,DloRU9gFfh1XsKhX,9CFIZd07WUyHsUg9,GAoydAXd6pzAtbBH,PHT9DxQ4hFMyoR0w,eV8r49IPS19xZa6q,nicWwBjhvZ0RITDW,nAS0qD3vZ7ekGIfI,eMrFC2NIuSMAg0Ma
user_d5nvNxq0	hMgO6THH6mJxqsxp,aZpmjJ95ouZD5J90,97Rl5ryKAbbjVFtu,TBNaM50xTEBIYkHj,jOtZKc25zDnZibYB,yPRSUzF4oDSh6vcC,vqaFmv3rFE04eMlv,HmGwJU81FWVDhk8n,8fwNixaXxTb99dvU,ETGf30PkKOvIzTny
user_d5xuSjJ4	punIhlBkwM0vB9oy,406WXA4AYotecKOi,FS2f3ubSCSZfY23P,aiZKoC27yyeUrMuC,DNDvGyjrcUCLrpgv,KoXBmoWTt3gwwvFs,rDGg1vjjfkQzrfAw,kHext4kltqDFZgku,R1JINspIFVmxy8P3,biSvUvVl1D3wnp0F
user_d67HWDnC	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,FuVju35v7B0jtKeU,KKmk2QJLVj2Aqsjg
user_d6MtfAxj	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,e8SzjFTY8PQsuSv9,k6A39DZNQjTuWbdX,fay1EXMAla6qcr5w,ps4JXQQ4znvN9Xg6,7PX1VlK5HWCGAoFE,2WrsqxhThQJK3oNr,M30BfNi0w6cuxcOL,DDWsvUWLCl8gpWpA
user_d6QaZL0f	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,15hcBfdPhrtLVay2,3shrACNQQ5eeQEAO,Y5nUEU3P9JaNb2d0,KKmk2QJLVj2Aqsjg,EBB7mUheKyVbv6OI
user_d75LHBPj	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,7Gsb7yKtAJNCvWez,YwURIu6eZDCJyuEf,KnMItrBYhHFixzJT,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EQeRaQuzupJSeJYX,Pf7CTDMAqnLhbcY2,6PTU0EEwfcdwK9r6
user_d773nFY4	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,39doFIRBCikXYCTo,mFCMyvJFUDjX7ixS,2w2zPkr1lDvDjh5E,AvZ6eMLFGSylmqUr,TYkYW63m3EYMEJX7,QtuzX5aq5liCw5hm,YwURIu6eZDCJyuEf,zI3j3T5qkiylIBaD
user_d7KLpK6Y	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,FuVju35v7B0jtKeU,6YdzDwnoQ34wZoyv
user_d7N2pdwK	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,w7mecs8GtHUCTvR1,PQ5mhrOFLjESPGh5,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,l2kISVY4j8iz1Gg7
user_d7qoRzo8	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,7PX1VlK5HWCGAoFE,KKmk2QJLVj2Aqsjg
user_d7zV3d2T	WLx7TjV16bjrA4QO,lTF94dslpvnGIa2T,zOZtkXVHMa1XPrrD,9J6F0vBUuCErgvvp,1oMD3o9QndbDBkrW,GouixrqAwT8nYPF2,WJ9j0EGU54HqKDBQ,xFHmLuGPrHQpfw5b,ouXmhfUjwmqj16Mw,3nwfj97aGTU2Q8GB
user_d8X6bZ0B	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,KKmk2QJLVj2Aqsjg,3shrACNQQ5eeQEAO,7PX1VlK5HWCGAoFE
user_d8XjdPnI	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,pdCwFqLJj9AKbBgI,6DwzPznhYUCUe4Ud,8LgQbYbM6Vz2my0y,FhU5jMBM9rkruESy,zTwcDYRdJqUg5oVB,IYI6RFvYIFFg9Mi7
user_d8aWZutT	tmQggrdkc6NshPCr,tGBNp4usCUEnIS9U,KJQJ2bjVe7c4ezjz,Ba6rD339QuwNpKTJ,8xppbLxi0tbzXnZV,MuyUxVisWhmz0IAt,eiSHQDeHyveiqaH5,lQ0M2sQgN53LmTXt,xtMZ9ONNjQD03fE9,vfZwkD0UuKMNTIth
user_d8jW3O3h	ye6SUPDliXCR2kMs,8RpQDRvOMhNrfG1R,NeiQXDjkqQXiLxcR,IhyQ1DnEWPcREULQ,QINXHx7rY3P9FKur,fWWR7cft6WdzxMcW,rDGg1vjjfkQzrfAw,QrV9CUo46zazVaWV,597hTePyNRvclm7x,ESxBgkSghfXvmjei
user_d9Z89orR	woD9h0ZZGEVp3icU,7sxBsOkTF8dWOWe2,7qmyduLiQ4rRqPQw,4iLj4OOVITNqbgaP,SWFIT8VKwPDk6KRn,ycKZjzOMGnqooxP8,cJCwlS2khI5JxzKJ,QIRrrQJWWucLWVi9,GPmP81R5NpAqZC2K,WA3Jvew7iBp3Z9fn
user_d9h1iWw5	glTFIJk2MIh6lTVM,sxLTJS7AOZistqIX,htn2TgYwJeeeimHn,LPD4bFWqgdgDKBIn,COJvoWmMyyI5pQMC,QXo9ZoXX0nhdD7fk,ZYseirqXPvlQkgoO,MlC8SnKkRH1U0pgR,33uQcZYSeOpTuG2L,eNKt8Nt4qTpVT935
user_dA6ifjKF	32m5suoC94ytD8Ed,kfiD4pEhO7oZ1gFm,vkOg9ZAiUgUT87k6,FuVju35v7B0jtKeU,YwURIu6eZDCJyuEf,MKhy6EbfDBrYyk0K,YhuXZBiCxjMR4FfQ,xEnU2swcOBUrNGA8,87Ct1HWIQ8QBLuP9,EBB7mUheKyVbv6OI
user_dATaw3lj	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,FuVju35v7B0jtKeU,EBB7mUheKyVbv6OI,KnMItrBYhHFixzJT,3shrACNQQ5eeQEAO,kBr0IldeL8nPVe8B
user_dAUiNUZ4	FRkBH8N5HiBh3ztm,hbcO8bNscxjj3Rkc,cSgG4DEaaEk6l9fW,jPv1Tj4Mgo4l2Oue,9ye7eidFU7jpOpeV,bwF6WFgG72FvarGJ,FYOOuLQrOIxliDHm,h3OnrxMD65F619UR,5ETdBRySEeluPv63,9hHS8Zx6xHVNb8DI
user_dAZbN8YZ	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,EBB7mUheKyVbv6OI,7Gsb7yKtAJNCvWez,l37cVEDES82eQsD9,RqCgCQngFFB2vUVI,e8SzjFTY8PQsuSv9,7PX1VlK5HWCGAoFE,Y8DBMCKgxRL5sF71
user_dB28gv5t	IXvMU5cWOBSyPzRV,yhIYzxaQDCg1TzCo,U5GGRWinzairhz6i,ud5oNQI2SEouoSY2,02IdSftu0dkA0iVg,JUvEbBI6OZIYleOq,3X0gazsrxqgQkHQj,WVeCxofPYJyUCrwH,OfyBUER8o1eJm9wI,Vv9sWvGJN8c2qtOq
user_dBWeECyl	AAqLm37GHgbH0QSH,D2tV669tfmq77UfB,punIhlBkwM0vB9oy,DWXRkmGelR8Rvpve,5JJ4pQSPULkFbkS9,hmP7AcUSZBFN3Hka,FS2f3ubSCSZfY23P,yxhCpBskpQtSGWDF,0aYVkGti0ZkFpZge,nIJnVXFluRQuBF8P
user_dBXtUvA1	32m5suoC94ytD8Ed,YwURIu6eZDCJyuEf,vkOg9ZAiUgUT87k6,7Gsb7yKtAJNCvWez,abMbSFAM15AuBHXT,gKiwFYI6YtSXx5tw,8LgQbYbM6Vz2my0y,SsXfqb5363W8QD9G,k8Zaou567TtZqej9,3shrACNQQ5eeQEAO
user_dBdNnhG6	39doFIRBCikXYCTo,Yisvp2cxdCESKOeU,MP9ANv6s58uu5coh,4SCrfZjiRTllsQh7,2w2zPkr1lDvDjh5E,mFCMyvJFUDjX7ixS,rTapC7xn1Xz62yOf,TYkYW63m3EYMEJX7,iPmwDXbYeRKcNx1K,zI3j3T5qkiylIBaD
user_dCX4MiNY	8zCQ7A6ieeoWVj5A,tAonJeyNmUjCg45y,jKD3XnlWI7pRq5vW,CQcwaIZJLY6lsLSe,ROm2Vv0rig9S5d6E,CYtbzAv1m1ocvZyW,BqZnDosU9FFnmwwI,7LfUFSaaFyxcITaK,Wk7JzOFC3KU9emA6,VFz60KPCOCrY9TNy
user_dCX7M0UN	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,e8SzjFTY8PQsuSv9,YwURIu6eZDCJyuEf,7PX1VlK5HWCGAoFE,6tNm6X39hx0fsKMS,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,DDWsvUWLCl8gpWpA,8LgQbYbM6Vz2my0y
user_dCpiirxo	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,39doFIRBCikXYCTo,e8SzjFTY8PQsuSv9,YwURIu6eZDCJyuEf,7PX1VlK5HWCGAoFE,kBr0IldeL8nPVe8B,6tNm6X39hx0fsKMS,EBB7mUheKyVbv6OI,rTapC7xn1Xz62yOf
user_dCqwd7am	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,8LgQbYbM6Vz2my0y,7Gsb7yKtAJNCvWez,3shrACNQQ5eeQEAO,6YdzDwnoQ34wZoyv,yruqkezbERogpi3F,xUUOseyrN2OUkrnA,EBB7mUheKyVbv6OI
user_dCxKXh0z	Um0FHDAKLFXmEsNq,CYsNwPjONqVkIee3,An1RY65g46fi6KRx,ixhYIiyMqEdzsD23,InxwqeKfncID8TnJ,nQNbTq11gUSB2gLw,tj31bDdnHPx5Xqbf,PFYen7nm8cFFUub4,JC4K22IQkKbeD7qg,JEkKwAd83RlIWEDH
user_dD8YSpKa	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,FuVju35v7B0jtKeU
user_dE2CFEEO	7tvp9DzVHK0TBHxy,3eZsEzDeN2LfgNMO,bJoFOiyuYnhRCPLh,dWUv1ylcUtrpp1Ph,XMIhpThqKbq7p0Eu,My231TSKgFeC6YCR,qUU0j87Cy5Vh3R1A,s68JJ4g2VhVCzJQz,GITQchn0knfKaEbV,yG3iyvg0iU0fLOKK
user_dE41MZkN	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,PzlanGQDZVGnYPFR,xOyScgiztu4p6Jgk,EyWqJO8veHuuKwc8,3shrACNQQ5eeQEAO
user_dE9UOrF9	Um0FHDAKLFXmEsNq,2OqZ8DSeqjDIyF46,kLW9wQHWSi5SupkP,COJvoWmMyyI5pQMC,eMtf0x7SankL3UxD,nGVoqUvPVULZQWIN,GB9N8IQzrJ2dTmLm,ZC7PQxpmCNBdytPF,AUD4CPjTuomBqA7z,eNKt8Nt4qTpVT935
user_dEENy1ln	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,e8SzjFTY8PQsuSv9,7PX1VlK5HWCGAoFE,ps4JXQQ4znvN9Xg6,YwURIu6eZDCJyuEf,DDWsvUWLCl8gpWpA,7Gsb7yKtAJNCvWez,amyrwqmuHdsLZV2d,7epZwr9KeZp7Mw4W
user_dEG0DMpW	FprMIduSmiHKBmCb,OFnZQVTBRW1HnPJB,uQie3l67iLy00DjH,32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,kBr0IldeL8nPVe8B,N2mwT48xXeszHjQG,KTyeqLb0re0jTMnb,UzjpdwZSq5DBzybv,7qicp9XO1glhuSgl
user_dEOeIMH1	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,ilH7gOkxedObjVhB,T0THbg5LsplRrah4,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,cDf6FcmbzmqAMZXB,XKCviezn0aiZ0Por,CJjLRi8WG5zvK5d6
user_dEQ7hlN8	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,KKmk2QJLVj2Aqsjg,6YdzDwnoQ34wZoyv
user_dEWItgfy	lQ0M2sQgN53LmTXt,tdiZjnPK8S1cI3aY,vkOg9ZAiUgUT87k6,G6hj4OEpvXz6POAz,W8po2v65iIzhnxzA,32m5suoC94ytD8Ed,MwnVtpCds5ncb4zO,FEI4yctSyeux0vOb,BrDKQo2gQvStSlEp,YrLlxzw1QeYCPPHj
user_dEX9fQIN	15hcBfdPhrtLVay2,punIhlBkwM0vB9oy,vkOg9ZAiUgUT87k6,Y5nUEU3P9JaNb2d0,FS2f3ubSCSZfY23P,PykDJNppQnj19nwg,32m5suoC94ytD8Ed,w7mecs8GtHUCTvR1,2beKEuw33da5uH6k,riTVdXjhQySMmGC3
user_dEZXO2fe	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,3shrACNQQ5eeQEAO,FuVju35v7B0jtKeU,7PX1VlK5HWCGAoFE
user_dF0RunD2	6jwo1z4rc7kV1Y2H,VOv9KML513cJCfGL,Pnp7O2u5azpk1Xc4,N37m9ZiQUZDwThx3,pJbCKEql9Lor4Vjr,32m5suoC94ytD8Ed,vWd2wHbLV4UE2qWB,SftQVLG79tz9AyGH,Imikr1wOiivWcNqF,vkOg9ZAiUgUT87k6
user_dFMXtnZD	iiHIAfFrAGu34K5s,vgkKDIzhA0h57gDS,JepOwztwrxMplwN3,IHYVIAJekfJIWGUr,WJPb1j90XB4D8vod,m0Pe0SMiCSlf35NG,yfPF6fgHTIYAfv35,HJGyJHM0q2ochKcR,2m8OcedeAGzGa5OC,kQ8gxSHTGr9K2RD7
user_dFSUqNT8	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,FuVju35v7B0jtKeU,EBB7mUheKyVbv6OI,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,kfiD4pEhO7oZ1gFm,kBr0IldeL8nPVe8B,3shrACNQQ5eeQEAO
user_dFSw0flF	pa83yd2z3p0VbP8r,LuG72KPEvjd49Doj,zaXwH40UOkGhjFOz,4ioPadBnAqwzHlwj,DpKUvb15CWL7SKqn,PcmtMe5xMKb58ZTX,EvTAd5eiiFfQhe7D,mQeRQK8Ke41Gr6cB,TBFYOGS3xn1Y9mjK,d84wE9kCZGlkhr93
user_dFfEMjug	EULumquRodL1TbYv,aPPVq97XeQv8mqsU,8Q8T3wBEm5AyanEy,ItP6s6OjZoDQAZv7,yJyiOAwUUoJ5YDO0,51csWB7X98yBtb1R,WcDrETPwDyWewjRp,yE4cLLHSlvmzmuwK,tdIbKNDx39rOhL4Z,urpeuBWohWREdygj
user_dFoX7esI	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,TcUb75QrVdYnF7Jo,7PX1VlK5HWCGAoFE,YhuXZBiCxjMR4FfQ,6tNm6X39hx0fsKMS,yruqkezbERogpi3F
user_dGPaiLZN	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,kBr0IldeL8nPVe8B,YwURIu6eZDCJyuEf,kfiD4pEhO7oZ1gFm,xOyScgiztu4p6Jgk,PzlanGQDZVGnYPFR,GkxiVnqXowBSC6Yx,e8SzjFTY8PQsuSv9,BBaha1obZecGL5TC
user_dGXRHovl	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,FuVju35v7B0jtKeU,7PX1VlK5HWCGAoFE
user_dGd310PW	39doFIRBCikXYCTo,mFCMyvJFUDjX7ixS,rTapC7xn1Xz62yOf,2w2zPkr1lDvDjh5E,gdj3W2IhsgHh0tBM,TYkYW63m3EYMEJX7,AvZ6eMLFGSylmqUr,f6uetToyihPxi0Kg,ASu5ll9pvfNFlzDW,sBgytRmTNpynyvyU
user_dGeVv22c	SEKWAadQkV8v3i49,t9bYnqFEnGO8Xzjg,WC7MrRB9xVfrbMGv,Wn9kVWC9AOpi6sPF,AwjyIbyv1UAKYVZE,K8rj5jsYhfSqLWOv,YXft20HEJJcQxErp,8cJGDQdTf9fifjN6,kdq56zTCCSMdvnkj,ig417RfNiodVFeBZ
user_dHH1yhCE	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,EBB7mUheKyVbv6OI,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,6tNm6X39hx0fsKMS,7PX1VlK5HWCGAoFE,3shrACNQQ5eeQEAO
user_dHJlSIHV	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,FuVju35v7B0jtKeU,KKmk2QJLVj2Aqsjg
user_dHVqSxQQ	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,KKmk2QJLVj2Aqsjg,7PX1VlK5HWCGAoFE
