id	highest_gem
PuT85fRRZ3dxueal	8
PudwsUio7On8V7FM	8
PueBylDUsk4zgo9x	8
PuizfTiQArBtwaEU	5
PukmW89Y49nMycFP	4
Pukscese2IVJMlyU	5
PuoLVUu5C9QA67pi	7
Puq6cPFF767AVLF6	2
PurmndY7sowGWoYi	6
PuvanYmZ7IV6JDYv	8
Puvj57f66ATd07pP	7
PuzrMHyLndJ13owf	8
Pv0q5yFYHAfineYU	2
Pv3conIl6l3R9pqX	8
Pv3jF0mUelZBNJ1E	8
PvA1s6Le2bKYD9Dl	8
PvEy80ksI3ViyL9l	8
PvGcoMH6vGWBaoXh	7
PvHDblLfgayb8tQa	7
PvHGxsw9ApTwBvLS	7
PvJyvOl9N5hKLc3z	7
PvLy7qG7izazJ5zB	2
PvMEkgIUY035FLc0	6
PvMw2az2hwaMS5DC	8
PvPlBAbrdm2DDAm0	8
PvQwOzymJiwtOJle	5
PvR3Ndd8tqnuzG4N	8
PvSDglNYSUvFxhBr	8
PvSPv4idOUEFXzja	7
PvT1VTMieQme6SX6	7
PvT7HZZCTNlJWpNM	8
PvTBEVgI0fwXNmCI	5
PvZuU7OfZJV35WXV	8
Pvam2fbm8KYE1kAz	6
PvdBwCe7hZK4STHo	8
Pve9K84qpNyT9ObF	8
PvfZQr4tH5DoIfsu	7
Pvfda9iU3rusHKHc	5
PvgZg8QV9rY3WwpK	4
PviDzemPaclgvyUa	7
Pvip2OJmv1NIrbi0	5
PvjJksRy67IoefFs	8
PvkkCG9e3IVDF4Rb	2
PvllUsHUNQctYOWa	5
PvnScvod2e9qFuCX	6
PvnfNDqMEoQn1zam	6
PvohvE8hUs895Tx1	8
PvqlRaoAGy7N8KuT	7
PvxU4rpYsamtRlgS	7
PvyKzuD8i6m1qztk	8
Pvyqz5HksiYehk8Q	7
Pw2YYy2fE9OFt4EO	6
Pw3Dt2hXtLTPQ1xZ	7
Pw4Ow4HDc9sTdVIH	8
Pw5I0HDSASWBt2Fc	8
Pw7YvQI7bjsI9MdP	8
PwC9eux5ybrxKVpr	2
PwCI7LTOYdCYBotc	8
PwDnKNxxQzJL45AH	7
PwFI0H2jewm6Z0ri	2
PwGMeOSuzi1WpyXx	4
PwIqkVBfPxjGcqUj	6
PwOctPEZoinBkDqd	8
PwOf4QkarNPBNlIf	6
PwR7yModzZz6TDsT	2
PwTLKKsM34cgBDDm	7
PwWZjxAK67xeikbE	8
PwWcE1UVqU8OZxab	8
PwaXPbrpig2BQ5iU	6
PwckH2ID0LaRopsV	8
PwdeptVsr9z1iMsi	8
PwfcWfcbpjsYziy0	1
Pwfk2rDEFQLf2DJn	8
PwiQU1qM1dphdnEI	7
PwiTzr4b21UnSvVP	8
Pwk51UY2ezOzXHmK	2
Pwknj1MeW0wwd3zP	5
PwsbEZeZWQdJyNq3	7
PwsykE3bgsZ6T2dE	8
Pwzncs7ggaYCxf38	4
Px2In20qNZSLoMEp	8
Px2b7btllW7I10iT	8
Px3S602XA03nWzLG	6
PxBsac6m5rofoXRU	5
PxCS4A0edTi1CoGl	8
PxCjvkS4Anu0GPzF	8
PxEYwmErXsvoAZrY	2
PxGnHPHCogGJRBWc	7
PxI8B8PIREWkYgyt	8
PxN4gBKgiFWO5hNI	8
PxNdHoAlhuCBsbuq	8
PxOw7gTekUcPMqiz	2
PxQYc59Ex3giZvde	6
Pxa0lzPyLTjvWr2e	8
Pxblyncfo5ClcUp0	8
PxfoemzYZM7OCmZ6	7
PxhGbODM0gvHpxpe	7
PxhQleyNn6uFkkec	5
PxiT1ILCMGrrLNs0	6
Pxj0Gh8vyIgOv2nc	6
PxmAqhFkMr4ZBZtx	8
PxqBJ2Abttj4uaHv	8
PxqXqasbBic54PR3	8
Pxu1sbLnX9cIFCXk	2
Pxu7d6dw3oRvAjfm	6
PxvGk8cKOf3qUthc	5
PxvxocySNYDunpIG	6
PxzaJT51KLIpLvdi	8
Py6SPIzkjppqhKtb	8
PyB57DBTX78npDQW	5
PyBCS7IimDHn41GR	8
PyEnawsJqN1EtHr0	8
PyGAMxFnJMiJqT3r	4
PyGdJg4KlUVNRpgf	6
PyH37s4GawQB4cFf	7
PyNBriPXdkvOrhT9	7
PyPnL4i4PC55rADy	8
PyQNKiKn3cPWtVfk	8
PyRMk8Uq4sbWjIM1	6
PyT5KRaA9JYMy31U	7
PyWZOmA2cpEDArqU	8
PyZ9NQPDAACVpSiI	8
PyZe9v3VZuwzIy25	6
PyhsUVZML1bWIHr6	7
Pyi5ozQDz7JUYXiV	8
PyiqhVcawzxWX4Bx	8
Pyiy5eDShrN1XkGm	5
PykDJNppQnj19nwg	8
PylawiyWThGRjBud	2
PymRqGQ5HsHZQlL2	7
PymTY6AbKXTJBndZ	5
PynQe4SWS6nE6or9	8
Pyr6D8gSzwUIBpBD	7
PyrVyjj9veQQlsjW	4
PyxJg4hwpQMyU8M0	8
Pz1PPCveA6QsS4Oh	8
Pz47W2XRkZOC8tmz	8
Pz6Ml4LWnYqM3Xl0	2
Pz6dZcZKr4aYMGRm	8
Pz6jeROTi1ajez1D	2
PzA2sePMJRaO4uzw	2
PzCnLzya568ZmmSp	8
PzFPcH0rgYkkETwu	2
PzFm6NamdOnaQTDa	5
PzH2gcYvOMTX79Ml	7
PzObLAzA5tJ7Ty1n	8
PzPRrpY3zXoafYaf	6
PzSY1nrIxjsD4GRX	8
PzU71QN0PrUdAFr8	5
PzUqXHqrdzT8J60x	5
PzWjtgoSuOyFIstk	2
PzdhfXWMgfWVB7nO	2
Pzgqa4H5AgvOegJo	8
PzjMLoz4uryikjBF	8
PzlanGQDZVGnYPFR	8
PznqcwMNWrRCdKR4	8
PzqocXATan8JYi1E	6
PzsYiLbIZoAFyJg5	2
PzuYyuOjHVx3LcKL	2
Pzvbdfga6u39hqkp	8
Q049ZTY57ChDs81O	8
Q084VyD91728FkFB	7
Q0AKE4VBKpalql3V	7
Q0CDD27QcC9wR9ip	8
Q0CQ1snYp4rWh2Pn	2
Q0Cli2xVksDWWIdK	7
Q0Fc5jWPLSH8b0kP	7
Q0FerxBVkR367sNt	8
Q0FuvjirjmMi2Xy4	7
Q0MOVxlubLDxvKAV	2
Q0MZdSSjm4N8mGhf	7
Q0PIFyUSa4v5ckzY	8
Q0PL8SnxSI3W62wb	8
Q0SDkrNyDqJLlzDu	6
Q0T4lP833TmT48v5	2
Q0TixrOEOX4yFz43	6
Q0XsgmoDACNaNnqt	8
Q0aRdBI8no7UAF8X	2
Q0ahsJOGGFf3KIrV	7
Q0bP2pJSf0qLrvXa	8
Q0ccHDFVN2lwfzG8	8
Q0co4ldfMZj7XZlL	8
Q0hcpYUU0Eg0kWtu	6
Q0kpRT5ajw3Q9lOQ	2
Q0lMdwHsn6AacgQd	6
Q0pSN3IiZXf2skoh	5
Q0qyEOviJeai3Ht0	6
Q0t42sd16xXzxWHg	8
Q0wFdyx4jGYkquvV	7
Q184jyNN53BUzZh9	8
Q18DXgpGqCEuQE9g	8
Q18vB3p7MaqbvL9l	6
Q1DMNMGqaRlwKocI	6
Q1F9BBOUb1VJLxUp	8
Q1FE7SuhZd4jPKvg	5
Q1KmY4d4AcrZJcRh	8
Q1LBmZOeiHwmnL2y	8
Q1LFhmgbLb8MsgBG	8
Q1LaIhBPxRLQRGSX	7
Q1LhYLWGbuDn3aB4	8
Q1Mgd1notzzWOlMs	8
Q1NS2iOobMIcbY4I	8
Q1PQKdgj0Sz9RFgt	7
Q1QoAMdrk7TXx7Gh	8
Q1QxWDJDHWrQIXY2	4
Q1TvRJSRlQ6AoFR0	8
Q1UKXkxkoPlhBxpa	7
Q1VMki6H4BlqFTLE	7
Q1XZWiukOD8brfG2	2
Q1YXEwsI5o5zoAUN	8
Q1cbdQOWV7n1HKZN	5
Q1cpO39GeIVGe1oz	8
Q1eeqpivGoLnUKIB	8
Q1fUlorE2x1HnX0A	8
Q1jJBUjsDcyIgpGA	8
Q1kByIFyJLsZg9UR	5
Q1kgeOio7y8URTRU	2
Q1l0ros6FTKViifn	6
Q1oTOnLE5amD98Cd	7
Q1rIDVTE70qGdftJ	1
Q1tgFNcDVoOQjWg4	8
Q1uYZBjVzLg91hio	8
Q1utVlW5bS5vNPUE	5
Q1vaFQj6x9274ZLz	8
Q1vpqYF5xTYXgRDP	5
Q1yJNhkNPOzS7AGL	8
Q23qTwPnDuoYjmuS	8
Q28Lf8xyITVDrXc7	7
Q2EQLAPY1Ofuw2b4	7
Q2IikqTXiyMVNjBu	5
Q2NL93GjQcAxvvSU	8
Q2PSO8ZGCkitt2BN	8
Q2QeAR5Cn4SONg6z	8
Q2Uql8pbJG7Di6at	7
Q2cTcU0yl0QYJ8Py	8
Q2d86BGjTKQ7eOwF	5
Q2dCpfYdzrvXYkUn	7
Q2nDwxUg8J7PdlRU	8
Q2oIu1WQJEWgQo6A	5
Q2pdcJkhHG5MQJ28	8
Q2tiS8O8Xzs2G0Fd	7
Q2x5gbxVsPnexLxX	8
Q2xGU4ZcPAPF55lk	8
Q2y9MNJEKZMOBuNc	7
Q2ynaPdjgu8qi8Yq	8
Q34xrTok1eBKFbI2	2
Q36xayp9RYcO8Lur	8
Q38PmWGlxAuAKiS2	8
Q3EYnjfs6KMkvr6E	7
Q3FW5IETfMGskjPT	2
Q3La6WyPo7vAmHp9	8
Q3LtfqY9hA9lvyTf	7
Q3N6qcBHc9SNXGpi	8
Q3NGXjbPOHIZkkH5	2
Q3QBR5cHZb7ZPlTF	8
Q3TolRq5XmsVXu20	6
Q3VBj6nujOHsTj8l	8
Q3dHaYbJvJqADyO0	8
Q3fJPbY4Ghbv1YYC	2
Q3hGzDI07MmPODD5	7
Q3iLMlMvek7ipIee	8
Q3iU1qWxNO4mhdO7	6
Q3ido1HG7LVxHDH3	8
Q3mv6mbRo9yjAwcV	2
Q3n9Nn99C3IyBYCL	8
Q3nVgVG2ZwKabnOg	7
Q3o4j5nBfE0DhI9w	8
Q3oHktZo89XOl9NH	7
Q3rRCVP3f8zJAm2e	7
Q3tJJhITT9y1WsQf	8
Q3uhMFfzVcNn6AZM	7
Q3wx9RxO0uNxxovz	8
Q3yB6fPg9ewqeqn5	8
Q3ydnI4OwrzSPlBQ	2
Q41vmRSinhfetv0F	7
Q42geQ7e78ibL1UO	8
Q42scyCPIwGxKNTp	8
Q4346h8JP9uqqney	8
Q44HBwyD4G9D40Co	6
Q49blNqXrM8iortX	8
Q49i9tCOxHyp8Qhg	2
Q4AUJhtgTgFDL0W8	6
Q4Ayt1ABonsl7NXm	2
Q4BkzyFCfwUhZ2w8	5
Q4Cq2su0fKmkyHw2	8
Q4HkqqNWNf630JBS	7
Q4J0qMZecRdwZIRB	6
Q4M1LQTYkpZAn27b	3
Q4OSr8UukF1wDAtU	6
Q4PHPjKlECHHNg8b	4
Q4U5NVKQYl6t1gKe	7
Q4ViQM6A1crSWEE5	7
Q4WKX51QU3F7D4op	5
Q4X6CtZXSgN3zBuK	8
Q4YNnTSQiZLXp8AP	6
Q4YO6mZBNLAnUDdB	7
Q4dOq20NLXiC9qHH	5
Q4dkZ0ek2p8m08gx	7
Q4evIK5z91Z0M0Zr	5
Q4iQ0N34UwCzSaAW	2
Q4jnl87onNc5Ahjh	8
Q4laplKzJzIARXfN	7
Q4lhUE5x0qQsAQEH	8
Q4nXeRIYrnIzYenm	8
Q4oQTC3afihmRHgC	8
Q4sgAnWh1jGPp434	8
Q4xwv07Kg04TZjEs	2
Q518687l5HeVdmqK	7
Q51JADIaGoYO5uLZ	8
Q52cznadxHBxLBkm	5
Q55W3WsePmoRCSNa	8
Q55tUGZvegLapLPP	8
Q59A75yzD8heczK6	8
Q5Aq849BIB8U7AwN	1
Q5Dpj2jammu98Kp2	2
Q5Fb3uRzmF6yl5Zz	2
Q5Ff6SWIYRlmZ1QY	2
Q5FpbLUBcj52MXJc	8
Q5K8peOmaFZTGIjP	8
Q5LgnpizNIw6LyTf	5
Q5MIgF2SbxUDRT8L	8
Q5MfjKcRjIomRNkl	7
Q5OacwiQlosAQwBm	5
Q5QM1H4XvCuVmQ3a	8
Q5XWjRwcMwrLWQkf	7
Q5Y7xUdrOtibf8oG	7
Q5ajhIcM4RCxu8Xe	8
Q5bDo7L38XQcPTaH	8
Q5bdMFmeTvuzj8Lj	8
Q5jilzYreh2A9rEy	5
Q5k2fgtemALXzTUg	8
Q5kgAZNdIzFTiGIK	8
Q5lMWWfNr965smB7	6
Q5q4lwJGf75gRwVp	5
Q5q6pyZnMOQX7Mg7	8
Q5qgMOQwb6snV970	4
Q5sXjPG6ZWOcgHcC	8
Q5xrvnmdBkpWq613	8
Q5yRTLR54XUUhIu3	7
Q60VkxosB7oQ8YNH	5
Q61mq4RMo5LNd24O	8
Q61uW9tPKcMCYmuC	8
Q63w3uwoh79kaUvg	8
Q6A3j2YYtE8RcL7b	8
Q6AANQDFkv5gQ1LD	8
Q6C6ScYyt3mVLfCi	6
Q6FHndpSWGPyqwHr	8
Q6GWkznJe8iXjowu	8
Q6J7HdhsTtsDSzsp	5
Q6MDG3pMFEVmVZZG	8
Q6N7ZxEuPI11GTVg	4
Q6NqwwV7ZyvyeRiZ	8
Q6PyDRY5Bm64U59R	7
Q6QGK25rqeu6t2Ld	7
Q6RDSFvsreoGjqi5	2
Q6Ty8o8Y0eE3UIjp	4
Q6YS2lyxJbQO86nx	8
Q6YZVlCLNaCtmWSu	2
Q6Yr70lpyrL97cBQ	8
Q6ezf0fxN6ssLDa7	2
Q6f6cwVATfJ0Cj9r	2
Q6hGRbMaOnbg4UdS	1
Q6lI0cHBPwoeiclf	7
Q6oHk9lc1ajb8hQi	8
Q6qCaSMnCSLVI7dd	8
Q6rKbHXHbPy2KFDx	7
Q6vzSnsz0s4xvIPj	8
Q6wczEW7js47SJfR	7
Q77tpXtujeqn6htb	7
Q79ZZpgmLL5UPsQN	8
Q7CNVZthccPWm7Po	8
Q7Dde2PcA3IkXSWL	6
Q7GdHUBpgEIiOtFt	2
Q7GmcbsL72MaQ6yV	2
Q7JM3OjglORhlrXZ	6
Q7KorYGlfUzFytsi	2
Q7Mc6vlfwM7lZih8	1
Q7QcXaDteecHQHMU	2
Q7TjOIOL9cnVn7Dg	8
Q7VL2LWLshNcikuB	1
Q7WcI2AdYoFRpel8	4
Q7YLH6cLHQh6IeHR	7
Q7bIAmy6Sja1xulS	5
Q7bm8H0riBFciX2i	6
Q7dS6PHmw6x7BZuk	7
Q7dZASswZQ06WSCk	8
Q7e21XotechZEWaT	6
Q7h9kuSXxHFSKDif	8
Q7jxZSQSBsV1xgzT	6
Q7msf4AqueyMFguv	8
Q7nh9Bh2LOes92gc	7
Q7ocJF0GCXHbqFPo	5
Q7pBZU8YXoMq8qhn	2
Q7sAG0UXajyNxj0O	2
Q7vf9cjSdfV8yT1F	8
Q81LCQrj88s8l7gy	8
Q82ezkMHhRHiLbUI	8
Q82hFezVjkvB6ICl	2
Q837q2LPqffyecBB	8
Q83ngwYg6Drv80ri	8
Q85XG4Zrs3xa3N8k	8
Q86DSK3zVbGRnB0e	7
Q87j39A1bwTnunbs	6
Q89JNn3KaHBl9rfm	6
Q8AFtvNoxxzxggDh	7
Q8DbuoSTfvQMtNxK	8
Q8Ga4JwYMV6Pjjlj	8
Q8HQW1YD9bCPaMn7	8
Q8HUKzo5muVvgIvP	4
Q8IMLp4SPoVEqlr5	8
Q8JmtDLuBotE3ZDO	5
Q8JnOHwyHgAXh6pm	2
Q8KPiQS5Qt0CW47q	8
Q8M8zkMO2VOgpmQW	8
Q8MGJd1drbzz9uLa	8
Q8MqOeX1dJSEWC24	7
Q8My1q6PIwBX7j7N	2
Q8Rc9YWCpYnVtPIa	6
Q8RsZmfqqTORbKyw	8
Q8S28CM66MYHCoS7	8
Q8VSg9NWNv3uRXxl	8
Q8X58QZUSAE8h8sL	7
Q8bT28VSTRMTlxdW	5
Q8f6rkRu21Zo6e7Q	8
Q8g6kAURAC73Alt2	2
Q8gVAbOtcRHi8VIf	8
Q8hSnR7V9xUlMQ4d	2
Q8iV65CcxAUTLjdo	5
Q8m5jCGT4R2aB4PY	7
Q8mXieE5AJxPTq9P	5
Q8oZdpGPGBne4RxP	6
Q8q8GmJs93h1LxZ0	8
Q8sk8Rt2CCZ7E8IS	5
Q8smEfa6FfyISdCt	2
Q8tdZWvnPk8C4v2V	8
Q8wBIaSRyrDRvErL	8
Q8yCi0jmiB1z3xNF	8
Q8yyAZavtMg4DgN4	5
Q90OJxPo8EqgSqLw	8
Q91NrXXiGSPTWDdu	8
Q91ph1bDPHiXuk94	2
Q91z0OLg3aw26QL8	8
Q92S9NJ9q4BGByYu	6
Q93i84nK37g9ByZw	5
Q95aQPOvkD3vIaW6	5
Q96ML9KzlnDkq0lM	4
Q97OxPfzHCrBhh5r	4
Q98IKBUPG7QrD00l	2
Q99TvM8fNCrH5VSI	5
Q9BXqFzpIdugy01A	2
Q9Cyij5EkftdQv7H	8
Q9DX0Mnnp7ZNQOj8	8
Q9DuneolEj6EoqHm	8
Q9H2pAp3rjtikeqi	7
Q9MSpvjZtsaH5Su2	3
Q9QCyZ9Ea3DgvnRI	8
Q9QoGz0TSzcRbLbh	8
Q9TvsEhhezjR9WbJ	8
Q9U733jsf8tBKiWH	7
Q9UoQCykqQaIv2Hu	8
Q9Vqx1raibZP3Ypu	8
Q9a4OYgQ8fnZmd9P	8
Q9cLzVHYWRQ1k3gc	2
Q9cORfQkkublNsEA	8
Q9dnpqzAL81mOnEn	5
Q9flfhGyPAuZPNEh	2
Q9gkoBFLwjMyFgfm	8
Q9iRO1gENHCYD19Y	8
Q9ijykGuugHsRR9H	4
Q9ji3TxEcglfaJXB	2
Q9mqSVs25BH0hTT5	5
Q9pGzvAPgCuN1UHq	1
Q9pR6gTnXgCMecvr	8
Q9pxEjJEO7VFTddy	2
Q9w1OPbVjf7rnvBP	7
QA06m1TaGhEXmvEC	8
QA1cDqDVdQYUs2xI	4
QA9kFj1sw1Dnx3JN	8
QADfQ6LLrRZzsbu4	8
QADw7SG44Div48wi	7
QAGUuGp7Wm3lWTcG	7
QAKiNlPL4cVEYMCA	8
QAMXS4tATLH5EIHh	8
QAOZbudGY68j2leG	7
QAQKvxIIjLF7zHLc	8
QAQqhi2l91qvFp2a	2
QARLV1KcU1VHAuUl	6
QARQT8JhMVi6IBKv	8
QARZBtAcwPpLZXa3	8
QARyJ771mH52WX83	7
QAYFCAXaj5k2LHTO	8
QAbg2n0srxx1t0hn	8
QAe9QNSpT3sDaaNf	5
QAh5pmGcZiumr7rt	8
QAkxLpvPgy6x1JHo	5
QApnqBW6lDmkxwtw	7
QAtB8Htk3LeakZkJ	7
QAxhAZhljYgVKGuB	8
QB21XNy13HiMBpvl	6
QB4KZGpZtO5zNcCY	2
QB52WI00CAy3Na4E	8
QB7PrujF4m8JAeQa	2
QB8I1zo4158nNjAb	6
QB8cVOp81XNtCAYD	5
QB9riA3QJ53CJtuR	5
QBDiHEA2vWAJhz41	8
QBDoGxY7IcdiUWsA	8
QBGxad2tXIjeAZmP	8
QBH8oqCsuZdKsqHW	8
QBLNjfdg9F4kF305	8
QBS0sjcYtLyIfuvx	8
QBSfu4fTgAhzjwS5	8
QBUVZlARlTqAJYh2	1
QBZUqfrkWgMnhB06	8
QBbCAKVDz4e7JI2e	8
QBdgLLicGlvbgm21	5
QBhbI5wUUzoV9MS1	6
QBjppebRyjguA4gI	7
QBn63GNcRnOncXIj	8
QBnd4Zb8ioWsmq8d	2
QBpjsjbQaxGAjEYi	8
QBwTObscjkE6kJ1O	2
QBwfEf6eX8zOspqU	5
QByqXQ6ByvQXo8l2	8
QC0F3ioCKfCAmqUR	8
QC0MFa1Jqct6Colr	8
QC6hHYOglDnuVWjH	2
QC80ImTYbKbuOKXi	7
QC8VyBya4qE3V82G	8
QC9UFsMqJkF0LuDl	2
QCAOPQiHko6vrPJK	7
QCAR75jOamnYjNiz	8
QCAdazLRjD4TPSY4	7
QCCov3cbNaRHyCsg	6
QCDNTumuucbKxEYR	7
QCILRsgbmztvIhkQ	8
QCJF2DJdCboXWOBZ	5
QCJRQN1iuXbStxm9	8
QCKZHWyD7SqT4d4W	8
QCKwGZ8GFonDmXOf	5
QCLpRv0WyRj5i6Rp	8
QCNBzVZXyd94U6Is	5
QCNFtPuZ4KYmkmQg	8
QCR0TSa8QVZAvw2d	5
QCVJS5QWjJHvesDi	4
QCXRQ9ClIIsHnqQH	8
QCYDSf0IM0GoTk9G	8
QCbIg3nhaKFWVU3F	8
QCcCLUSasXV2cXD3	5
QCcaZBnl0Di1DgMt	7
QCffjuqOZLQWsvqH	8
QCjq78dsKUsUqHhL	8
QCk5cIgcnWJp9Zkr	2
QCoYvfWzxaLJuNVp	8
QCpu5STspC5qAEvk	2
QCqbFBukxAoZQrXv	8
QCsWR21L18dVpdZ0	8
QCuJdyNBVVx5ny5q	7
QCwPF98AvmZtDDAt	7
QCy4tXp3NsOMS6iZ	8
QD02SqPKXfKAe5FL	2
QD1atQu9JLwf5HUl	2
QD37B5MGVl5NGpDg	8
QD6j0WR30nwHBj2b	8
QD7BTwWhwBlwd2Jp	7
QD84P1EvHuHFuZYX	8
QDDgRGzTO9ZAJv9I	8
QDExoD5OYSrejzLt	7
QDFcLc9ufJHMad6E	8
QDFrjvIDieEevvW5	7
QDHeAhBO7HBfNS6l	1
QDHyM3dEGPklSb7X	8
QDJTGYvqsV3G90Eb	2
QDLtERFqtJfbCS95	8
QDNRxp5aXlNxgK4v	8
QDR45QYibCjdIa6g	2
QDT141UGc4UtyUXC	8
QDXcWwFlil96OWuW	4
QDY6Q5NXZMqWwftN	8
QDZQ0JMKOcFqAzA7	8
QDbfMr9oURqXOohT	8
QDdCkF3Nj4C9O7P0	8
QDdZx2cq3oPSi8Am	5
QDeHzo2eY2s3oTCv	1
QDeJLfAmX3XISBxp	8
QDgjful1oIFrabhh	8
QDh7kX0jibR6ZBdS	5
QDif4fbVA23MlIFA	8
QDj7MFV35SI8PKYD	2
QDlF4JecQTd9v6XV	7
QDm5xGGNEC4B93ku	8
QDtAFWCvEaRwFPnC	5
QDtPFYALLvF0RPoj	8
QDtcLOpWpzJkyaUk	8
QDuf6mb9iX7XJa9F	8
QDxAy8z2JSnToyhp	5
QDy7zpDGfR0yAKym	6
QDyL4vi7nk41BD4h	5
QDyjDLykJ8H9cvnt	8
QDzz0pbmKeCPg32t	6
QE05eQ7VvqGOqIx2	6
QE3JUW3qCsdTEyJz	8
QE4tT6NKyJCEuJtK	8
QE6jvmfKyQyqq8wo	6
QE85jFMMFgSRE85i	6
QE9y9AY65NkxqNoX	6
QEANFlMEddUUcGAZ	8
QEF99pXkSEBkHzaO	7
QEFSfUmukloIQYZr	2
QEIPujqLnek36eaL	8
QEJoia4TL7GjVFJ0	8
QEKAvcCWwqWatNVD	8
QEMSYdM8VhOMg3Lv	8
QERqAvrohDiW6PL0	8
QETQZCQANgc4GQYs	5
QEUJc3ncXIH0DhjH	4
QEXC5yKM6xdwcuA7	5
QEZOkKbf41qZa7Pu	5
QEZz4K1KrHR38pZh	8
QEbkvWaermeQky03	7
QEftOshWBjH3bMWf	5
QEoKMTmQJBr0IOLs	5
QErZmDkMOZl8L4ip	8
QExlBWQeDAeS0HuR	7
QEzVKdbwxY3ujH87	5
QF2eA8qdI2XHyAqD	8
QF44cL8gWZy23luS	5
QF60FOlr0LDxFR9L	7
QF6ocModAdusxM8P	1
QFA3FvjuWLVBCN5s	2
QFCcUdxTQfWgfx8h	8
QFDxu8C8wbDEPbUr	6
QFEfoPSYEsh7GSOW	4
QFGicfetLrMPraJh	5
QFH5trj2J5eggYPP	6
QFL4wKHpnKYBWJAd	7
QFLQuVJuhOmjjIr8	8
QFN9wfgwm0HHo1Mg	7
QFUZlsKe3OVeONCn	7
QFXCvwvl42yDXFsR	8
QFXd83kvOAFwiX4r	5
QFYFPFC8kHpBa8fY	8
QFgO04yHpWaVVoLQ	5
QFhstigS9Te3BUNN	4
QFjS9mfQJYeYoYYW	8
QFjcxOLQI4NPvWzG	6
QFkPGrOMpAmUVtGP	8
QFkjeyXL3yLQlePC	5
QFkpicpGYWDDAkgl	7
QFnrl1q89fSS7Gm7	1
QFnyiBatHMPJzScX	5
QFoGHVq3PGSUIZA3	8
QFpPJhKT9N6Wt36L	2
QFqqRViQbfN5v3N6	2
QFtqvQAtWtNL0GkD	5
QFtunsQxaL7i4CC1	7
QFvVZ7PhComnNYBS	7
QFxibL4MWeYmzeW1	8
QFySfOkqQ5rDNJta	8
QFyks7PP0kxjEl7P	6
QG1Ql5ioMeLlTT71	8
QG2CgAe8bng1516t	8
QG2f7DCwPKmjUvYN	8
QG5Wj4ok0YZ2nnS1	8
QG7k6UvbHoJahylM	7
QGBTsOVnM8G16H4W	2
QGCm4yQFEvq2KzZy	7
QGDCsgQGLK0B2c7X	8
QGDVgKD1h0bXCllm	8
QGE37SfTRfBMiRcg	6
QGLRLr00SwjD9jsL	6
QGMfHwFN3SHSYc1f	8
QGMwE0Ws1WFB2mu2	5
QGPi0zA5k95CXswl	5
QGPyoU4oyDpmGm0m	8
QGR18AuBWfzy3lhC	8
QGUHfFcgQc9SqkCN	5
QGVWkF05eGfsiZdQ	8
QGX6Dpsq1L5Qaw9H	8
QGayyDZVQuukBP4I	8
QGdf5wRrtri0Valv	4
QGdgQboTXeD8gPcZ	8
QGdrAS3U0XCFcIqI	8
QGj0PFSzucCTLy8f	7
QGjrZZJtYQo7fqYg	6
QGkBtEy5vnT0dTJz	8
QGkJumeY5M0N2AFw	2
QGkT0l8KlFpEtp1y	8
QGmUE4cNJMFlDjAB	5
QGmg5YsuQqrNyD7D	8
QGovluaQ9GOeftKs	5
QGq1eHLBERXWX8Iw	6
QGr0TykfxnXbO5LA	8
QGu9UYhh5kTzR0WJ	8
QGuInfHQQEhPA0zJ	7
QH2khivKPrOZYLbv	1
QH4n7hFKMFicElM1	7
QH67WC5dQtcqgQCJ	6
QH71uf3R4mi99EOx	8
QH7tv1qz2s78YuRw	6
QH99FINJtcibkcgH	8
QHAfHRxDUyFjsoy0	8
QHJ1nM1psDS4C5lG	2
QHMus6YW886vSDCq	7
QHOkqfkRq5RHodZV	5
QHPgBjKwg17T1hXu	7
QHPkSWuoH1x5rGr2	4
QHPskkj0IOVuWzfX	8
QHQZnO821iT1Mi7q	8
QHSVhMGNPu2Mgvzy	7
QHU0SLyrhmoV6cvX	8
QHXBV6ZCj8sChVjA	8
QHaWyRgUSXmdNMkT	5
QHd0WyTEfdEohOHE	8
QHeVELLkFzDhpz7B	7
QHgoTv3MvN5RwXbY	7
QHpSMv1WsSt3wr48	5
QHwAqhvhTZyjiyZU	8
QHzitN7gicsPFaaC	6
QI0aOoQI1n0Y3zIh	2
QI2Kk1eGVrvlfJjM	8
QI6207zNujQ2fljs	4
QI6tgOOeejI9pH6r	5
QI7st5Kwtc1AezM5	8
QICd0Os8QLjKn0Rq	8
QIE5e1bkbXuyAuIm	8
QIGoaH3d60Cizl2E	7
QIHO7yjs5XE5x40S	2
QILThJHZJQRu3Noc	8
QINXHx7rY3P9FKur	2
QIOd13lP4Z6S5yY8	8
QIRXvIvWgPQMgbRr	8
QIRrrQJWWucLWVi9	8
QIVFvCqHeMp4Nmv4	5
QIYC0KSDverm3iZE	8
QIcgzkXFPGplBi7j	8
QIkSB53c3VdOQ5Vv	7
QIm1BGjnXJb9XlqD	2
QInPwd1xGqUyZZfn	8
QIrp5dyxbNhIxUCh	7
QIwTUY4wWWZAkxtC	4
QJ4dfG0udtG6hzwi	8
QJ8FVzE51rW7fj8y	2
QJ9IEcWGMVlSFn1F	2
QJDzK9L87BR5dLet	2
QJHow0yGqwik6RbO	8
QJI61lHeeC7AVmCK	7
QJIOuL5n1MivygAZ	2
